id,text,lang_code
687,Pengacara Woo menghampiri Detektif Chae.,id
688,확인하고 바로 가져다 드릴게요.,ko
689,Tôi muốn gọi cà phê.,vi
690,Anh nghe tin đó chưa?,vi
691,Schließe jedes beliebige Gerät an.,de
692,Utilizziamo solo ingredienti di produzione nazionale.,it
693,Plus besoin de surveillance constante.,fr
694,알겠으니까 거기 한번 가보자.,ko
695,Ketahui kepentingan-kepentingan dia dan lindunginya.,ms
696,"Hopper, I need your help.",en
697,ก็ได้,th
698,No es un programa autónomo.,es
699,لا، إنها عائلتي.,ar
700,"Walk us through it, honey.",en
701,Este hotel parece estar vazio.,pt
702,Ia tidak sabar untuk liburannya.,id
703,わかった?,ja
704,Aku mencintainya terlepas dari kesalahan-kesalahannya.,id
705,إنها تحليتي.,ar
706,Il paziente dovrà conservare questo file.,it
707,Soohwan menyeimbangkan tubuhnya dan bangkit.,id
708,Di mana perencanaan baik kota?,id
709,เสียบบัตร,th
710,Di mana Anda memesan buku.,id
711,Schalten sie die Maschine aus.,de
712,Sedang berusaha melupakanmu.,id
713,Меня долгое время мучает геморрой.,ru
714,Tren istasyondan saat tam on ikide hareket edecek.,tr
715,"Básicamente, el artículo es feo.",es
716,Спасибо вам ещё раз.,ru
717,Warum sollte dieser Website sein?,de
718,Você já os viu comer?,pt
719,看上去真好。,zh_cn
720,Oltre sto andando al concerto e mi aspetto molte cose.,it
721,"Sayang, lihat ini.",id
722,اعتقدت أننا أصدقاء!,ar
723,Tenho muitos inimigos.,pt
724,Localisez votre logiciel avec Multilizer!,fr
725,非常識だね。,ja
726,هذا محرج جدا.,ar
727,我们在谈话。,zh_cn
728,Том отличный мотокроссер.,ru
729,くれますか。,ja
730,Le produit inclut le logiciel.,fr
731,저는 야채는 다 좋아해서 괜찮아요.,ko
732,Découvrez notre réseau d'ateliers associés.,fr
733,叫名字就行。,zh_cn
734,Seperti sejenis pemindahan lokasi saksi?,ms
735,Nunca a ouvi cantar.,pt
736,Màu nếu vé khác nhau.,vi
737,La calidad constante está garantizada.,es
738,九月十八号。,zh_cn
739,Estávamos apertadíssimos no autocarro.,pt
740,"Come closer, don't be afraid.",en
741,Jae Il berjalan melewati ayahnya.,id
742,Chegara à Itália sem dificuldade.,pt
743,Tôi đến từ Hàn Quốc.,vi
744,They don't wanna be discriminated.,en
745,Bên kia đường ngắn lắm.,vi
746,À la recherche d'allégement tarifaire?,fr
747,去找手表啊。,zh_cn
748,Vậy theo ý bạn đi.,vi
749,Хорошо. Я вижу.,ru
750,너야말로 연락 좀 자주 해라.,ko
751,売買が多い。,ja
752,结果在里面。,zh_cn
753,나 이미 거의 다 왔는데.,ko
754,Questa settimana si tiene l'Italia Fair.,it
755,고객님 주민 등록증만 가능합니다.,ko
756,나는 그럼 아이스 아메리카노로 할래.,ko
757,Michelle mahu saya memeriksa barangnya.,ms
758,Aku pikir namanya Mary.,id
759,Hay phải mua ngoài ạ?,vi
760,But I'm still your friend.,en
761,Wie arbeiten Energiewandler?,de
762,저기 쟤 엄청 잘 뛴다.,ko
763,ห้อง 515,th
764,Böse Browser entführt erneut!,de
765,Como exatamente Tom se machucou?,pt
766,Hay là uốn luôn ạ?,vi
767,มีลมแรง,th
768,Da gibt es kein Gegenmittel.,de
769,Saya benar-benar risau tentang Dixon.,ms
770,6 часов. Это далеко.,ru
771,Bir gün evleneceğim kadının ilk tanımı.,tr
772,"Bene, sto per preparare il rapporto sugli oggetti smarriti.",it
773,Em sẽ chiến thắng ạ.,vi
774,"Siamo pronti a fornirlo, ma a distanza.",it
775,إنها themaru. إفعلها لأسباب عاطفية.,ar
776,เขาติดยา,th
777,Kötü planınızın bir parçası olmayacağım.,tr
778,Amaran awal juga dihargai.,ms
779,Didn't you say excuse me?,en
780,Я покачал своей головой.,ru
781,"Буддизм, возник в Индии.",ru
782,Saya akan kirim pesannya besok.,id
783,"No, you wouldn't say that.",en
784,¿Es fabricante o empresa comercial?,es
785,O meu irmão quere matar-me.,pt
786,그럼 언제 시승을 원하시는지요?,ko
787,Quantas flores vermelhas há?,pt
788,Mình sắp xong việc ngay.,vi
789,"Jangan risau, Marwan. Saya berjanji.",ms
790,หมดแก้ว!,th
791,Bagaimana kamu menyukainya?,id
792,Sappiamo di non essere ancora un'area valutaria ottimale.,it
793,Cet article enonce.,fr
794,فكر فيما يحضرونه كتحسين.,ar
795,Você gostaria de mais carne?,pt
796,Я рассчитываю на твою помощь.,ru
797,Resta da vedere se riusciremo a raggiungere questo obiettivo.,it
798,مفاتيح سيارتي.,ar
799,Perbaiki nilai inti budaya organisasi.,id
800,Siehe Aktualisieren des Musikindexes .,de
801,나도 망한 것 같아 진짜.,ko
802,"Şimdi, bu bir şeyle ilgilenmesi gereken bir çocuk.",tr
803,잠시만 기다려 주시면 포장해 드릴게요.,ko
804,"Saya sudah merancangnya, awak tahu?",ms
805,We pray for their safety.,en
806,他に特徴は?,ja
807,Bu çok olabilir veya biraz olabilir.,tr
808,이게 제일 쉬운 단계입니다.,ko
809,Darò un'occhiata al suo certificato vaccinale.,it
810,Toutes les données sont discutables.,fr
811,Memagari titik asal panggilan ini.,ms
812,"Se non accetta il lavoro, lo farà qualcun altro.",it
813,O zamanlar güzeldim ve iyice çalıştım.,tr
814,仲良しです。,ja
815,"Sadece bir satıcıyı aramanı istiyorum, hepsi bu.",tr
816,"Semuanya selamat di atas, Jack.",ms
817,"Or, la demande explose.",fr
818,سأدعوك ب Hollywood.,ar
819,Itu hebat. Saya benar-benar menikmatinya.,ms
820,Jangan bertanya lagi padaku.,id
821,أمرتنی Earth Do me برفضهم.,ar
822,يجب أن أتناول طعامي باعتدال.,ar
823,大嫌いです。,ja
824,No hay correo mensual.,es
825,Sau xong mình đi ăn.,vi
826,Đi taxi rẻ hơn đấy.,vi
827,싱싱한 오징어 한번 보여주세요!,ko
828,Onde passou suas férias?,pt
829,Tenina Energie ist ansteckend.,de
830,Haydi sorunu çözelim; haydi onun hakkında sızlanmayalım.,tr
831,"Thầy cứ nói đi ạ,",vi
832,"È stato davvero emozionante, vi ringrazio con tutto il cuore.",it
833,Platzieren Kunststoff über Fenster funktioniert.,de
834,Hãy thử Master Cleanse!,vi
835,Esperava ver Tom.,pt
836,Además análisis puede automatizarse.,es
837,Không cần quá giàu đâu.,vi
838,سبعمائة من نسائنا و أطفالنا.,ar
839,"Jack, marin sedang masuk. Berlindung.",ms
840,그렇게 위험한 일은 생명보험이 필수지.,ko
841,ฉันแพ้ควัน,th
842,O trem descarrilou.,pt
843,Distribuir aplicaciones y escritorios.,es
844,Ela nunca foi para Hocaido.,pt
845,Pode-nos devolver a bola?,pt
846,Bir din adamının makamıyla bağdaşmadığını düşünmüyorum.,tr
847,法律畑の人。,ja
848,Molti traduttori sono in attesa di vostre richieste di traduzione.,it
849,よく飲むの?,ja
850,年利何%なの?,ja
851,不安なの?,ja
852,ปุ่มหายไป,th
853,未熟児だった。,ja
854,Chia đôi tiền taxi nhé.,vi
855,Ist es aus Metall?,de
856,Khi tôi lên đỉnh núi.,vi
857,您有发票吗?,zh_cn
858,You won't know I'm here.,en
859,Когда закончилась последняя игра?,ru
860,Non so niente del tuo lavoro.,it
861,Tom bergegas untuk mengejar kereta.,id
862,Run and you may live.,en
863,Le premier polissage appellent gruntovochnym.,fr
864,완전 운명 아니야?,ko
865,La consommation est très économique.,fr
866,Kami akan mempersembahkan bakat Jenna.,ms
867,Bu eskiden sahip olduğum bir atın adı.,tr
868,看午夜场了。,zh_cn
869,干吗不回家。,zh_cn
870,Danach werden diese Daten vernichtet.,de
871,Haddini aştığı zamanlarda onu birçok kez durdurdum.,tr
872,Nada disso foi culpa minha.,pt
873,¿Qué seguro de auto necesito?,es
874,Quelle quantité commander ?,fr
875,هل قررت شرب الشاي؟,ar
876,我同事说的。,zh_cn
877,Dopo andremo agli scaffali di smistamento.,it
878,너도 곧 이사라고 했지?,ko
879,Đi taxi sẽ nhanh nhất.,vi
880,Sam went skiing in January.,de
881,Aku suka padamu.,id
882,More than you can say.,en
883,กระดุมหลุด,th
884,¿Qué tipo de seguro recomienda?,es
885,Was willst du trinken?,de
886,เธอดีมาก!,th
887,Миллион владений было возвращено.,ru
888,Dia menganjurkan parti koktel.,ms
889,เหมือนเคย,th
890,أوه! أنا أتذكر ذلك.,ar
891,你想得到它?,zh_cn
892,มันร้อนมาก,th
893,Hak dan kewajiban peminjam.,id
894,¿Hay otra cámara ahí?,es
895,口臭很厉害。,zh_cn
896,Un devis sera alors établi.,fr
897,사진으로도 남겨야 하니 여기 봐봐.,ko
898,어떤 컨텐츠를 제작하실 예정이세요?,ko
899,Le produit est livré démonté.,fr
900,"This doesn't end here, right?",en
901,"Maaf, tapi bicaralah dengan pelan.",id
902,รถติดมาก,th
903,有人在等你。,zh_cn
904,Bugün parka gittik ve sandviç yedik.,tr
905,"В-третьих, вино натуральное.",ru
906,Он еще не был утоплен.,ru
907,أوه، جبيبي، ما الأمر ؟,ar
908,"Quando il fondo è duro, capovolgilo velocemente.",it
909,"Birkaç dakika kalmamın sakıncası yok, değil mi?",tr
910,Aprende a retirar dinero.,es
911,Засвети их всех.,ru
912,Le logiciel a parfaitement fonctionné.,fr
913,Aku tahu Tom di sini.,id
914,Digitalkameras werden immer beliebter heutzutage.,de
915,Аквалангист - это профессионал.,ru
916,Fırsatları bulduğumda değerlendirmeye çalışıyorum.,tr
917,Saya antar kamu ke hotel.,id
918,重さですか。,ja
919,Você já falou com Tom?,pt
920,Otobüsle yaklaşık bir saat on dakika sürecektir.,tr
921,我爱好运动。,zh_cn
922,Você disse que me ama?,pt
923,"You're very old, aren't you?",en
924,"Apa pun, kita mesti memberitahunya.",ms
925,너무 멋져서 사진 좀 찍어야겠어요.,ko
926,Développe l'avenir numérique avec nous.,fr
927,Eine neue Website öffnet sich.,de
928,감자튀김이랑 치킨 가슴살 추가하겠습니다.,ko
929,Tenho que tirar ele daqui.,pt
930,يستغرق الاختبار حوالي ٣٠ دقيقة.,ar
931,편안히 디자인 살펴보시고 말해 주세요.,ko
932,我没喷香水。,zh_cn
933,إنها ليست هناك بالخلف.,ar
934,교대로 운전하면 덜 피곤할 거야.,ko
935,이웃끼리 서로 돕고 사는 거죠.,ko
936,Não vai chover ao anoitecer.,pt
937,商品は最高?,ja
938,¿Santa está conduciendo un tren?,es
939,Tenemos una economía real.,es
940,혹시 이것도 비용이 발생하는 건가요?,ko
941,Богатство может создать сильную валюту.,ru
942,Hanya saya seorang staf Amerika-Afrika.,ms
943,Pelukan pesawat yang akan mendarat.,ms
944,มันพอดี,th
945,"Doğu Dundee, Meclis veya İskoç halkının üyesi.",tr
946,İnsan bu harika iletişim ağını bastırmak istemez.,tr
947,ไม่ ไม่ต้อง,th
948,İstediklerini satın alabileceklerini sanan insanlardan gerçekten nefret ediyorum.,tr
949,Ada pergaduhan jiran-jiran itu terdengar.,ms
950,動物園?,ja
951,Qué datos recogemos?,es
952,Sincronización en línea disponible.,es
953,今日の日直は?,ja
954,Usted toca un instrumento musical.,es
955,He is busy preparing trip.,en
956,ห้องหมุน,th
957,Há vários que admiram ele.,pt
958,คราบไม่ออก,th
959,"""Coloro che vogliono le perle che deve avventurarsi in mare.""",it
960,"To him, it's a no-brainer.",en
961,Это может быть лишь Иегова.,ru
962,"Ovviamente abbiamo rispettato il Regolamento, altrimenti non avrei proceduto.",it
963,즐거운 기차 여행 되세요.,ko
964,En vasos hay cambios inespecíficos.,es
965,She doesn't even say goodbye.,en
966,你向谁负责?,zh_cn
967,Eu quero que fiquemos juntos.,pt
968,Kau mahu fikirkannya atau kau--?,ms
969,Оо~могу я узнать часы работы?,ru
970,Pertuduhan penipuan dimahkamah adalah serius.,ms
971,I must say I disagree.,en
972,Keine anwendbaren Daten bekannt.,de
973,Боксер должен контролировать свою агрессию.,ru
974,책이 내용을 다 담지 못했어.,ko
975,干吗不看啊。,zh_cn
976,Gembiranya. Seronok berjumpa anda.,ms
977,Riaprirà ai mezzi pesanti o no?,it
978,"Sonuç olarak, oylama bir gün ile sınırlı değildir.",tr
979,Maria disse que logo partirá.,pt
980,Benden hayatımı kurtaran adamı öldürmemi istiyorsun.,tr
981,Ты злишься?,ru
982,Продажа в поезде является незаконной?,ru
983,Следовательно был юмор.,ru
984,Sono così sicuri perché non funzionano più.,it
985,Non riesco a capire il tuo tono per messaggio.,it
986,Она вошла в комнату.,ru
987,Bạn có mức cholesterol cao.,vi
988,"Como empresa social, CommBank puede.",es
989,역시 스타들은 생긴 것부터가 다르구나.,ko
990,Vậy bạn đi mua vé.,vi
991,إفعل ما تشاء، يا Padrecito.,ar
992,C'est la soupape de sûreté.,fr
993,ฉันจะทำแน่,th
994,Yeni futbol maçını denedin mi?,tr
995,Vậy tùy cậu thôi.,vi
996,พยายามเข้า,th
997,"Aslında, geri döndüğünü görmek isterim.",tr
998,覚えてます?,ja
999,谈谈运动吧。,zh_cn
1000,¿Quieres descargar el informe completo?,es
1001,Geçen perşembe günü bağırsak iltihabından acı çekiyordum.,tr
1002,Не всегда должно быть вскрытие.,ru
1003,แน่นอน มาสิ,th
1004,"Mission contrôle, l'échangiste a débarqué.",fr
1005,Non dimenticarti di mangiare qualcosa dopo aver finito (il lavoro)!,it
1006,No podemos levantar la huelga.,es
1007,Saya basah kuyup karena hujan.,id
1008,Scannez votre système tout entier.,fr
1009,أوه، هل هذه Lily؟,ar
1010,An diesem Computer angemeldet bleiben.,de
1011,Ser un producto fiable.,es
1012,11 โมงเช้า,th
1013,教练在生气!,zh_cn
1014,Суд признал закон неконституционным.,ru
1015,調子どう?,ja
1016,光明节快乐。,zh_cn
1017,¿Cómo localizar mi móvil robado?,es
1018,Ver película ¿Teléfono rojo?,es
1019,Le dossier a été clos.,fr
1020,Ölüm sebebinin ne olduğunu bilmemiz gerekiyor.,tr
1021,Di mana bagian Pakaian Pria?,id
1022,Я зашел чтобы увидеть её.,ru
1023,你真能装蒜。,zh_cn
1024,Dice che ci vuole un'ora per preparare la riunione.,it
1025,去就是了啦。,zh_cn
1026,Buradaki amacım gol atmak ve takıma yardımcı olmak.,tr
1027,Kobe terkenal dengan pelabuhannya.,id
1028,Awak sepatutnya boleh bergerak bebas.,ms
1029,Réduisez votre consommation d'alcool.,fr
1030,Newspaper reporters were not invited.,en
1031,أجنبي برفقة ثلاثة أطفال.,ar
1032,Per favore chiamateci premendo il pulsante qui.,it
1033,怖いの?,ja
1034,Le programme est accessible ici.,fr
1035,去年去过了。,zh_cn
1036,"What, pray tell, is this?",en
1037,Devlet beşikten mezara kadar size bakacak.,tr
1038,มันดูหนัก,th
1039,Desconhece-se o destino do violador.,pt
1040,И там было несколько.,ru
1041,Kau suruh dia tanggalkan bajunya?,ms
1042,"Además, facilita conexión WiFi gratuita.",es
1043,Kami masih cuba menyingkirkan peledak.,ms
1044,I'm always talking about you.,en
1045,"Déja, les fonds apparaissent.",fr
1046,ليس الأمر فقط وسطاء روحانيين.,ar
1047,Sadece İngilizce okuyabiliyor musun bilmek istedim.,tr
1048,อืมม...,th
1049,Permite cambios en tu préstamo.,es
1050,차 두 대로 나눠 가?,ko
1051,Tôi vừa mới sửa lốp.,vi
1052,Couldn't I just stay here?,en
1053,Xuất bản Tooribooks. James nói.,vi
1054,No momento estou ocupado cozinhando.,pt
1055,"Нет, их нет.",ru
1056,Tom vai se arrepender disto.,pt
1057,Di mana the dengan susu?,id
1058,跟你不一样。,zh_cn
1059,食堂はどこ?,ja
1060,Anda membawa mereka ke kejuaraan.,id
1061,Kualiti suaranya terganggu.,ms
1062,ดังนั้น...,th
1063,"经理,你好。",zh_cn
1064,هذه إبنة Pritchett.,ar
1065,We've already made other plans.,en
1066,Господь простит нас.,ru
1067,"Well, I don't want revenge.",en
1068,Makan yang banyak nanti.,id
1069,Позвольте мне помочь вам.,ru
1070,Đừng chống cằm lên tay.,vi
1071,هذه ليست حتى فرقة جيدة.,ar
1072,อย่าตอบมัน,th
1073,"Havanda değilsen, geri gelebilirim.",tr
1074,Bájala en la cama.,es
1075,Chappelle mahu awak menelefon presiden.,ms
