labels,text,translated_text
vi,Các báo cáo tài chính hôm nay tập trung vào sự tin cậy nhiều hơn là liên quan đến sự liên quan .,오늘날 재무제표는 관련성보다 신뢰성에 더 중점을 둡니다.
hi,यूनानी समाज बहुत ही परिवार-उन ् मुख है और बच ् चे tavernas और कैफे में बहुत स ् वागत करेंगे ।,그리스 사회는 매우 가족 지향적이며 아이들은 타베르나와 카페에서 매우 환영받을 것입니다.
tr,Oh tamam valla seni sen çok şey vardı,오 알았어 너 수고많았어
hi,ठीक है हम एक वैन खरीदने के बारे में सोच रहे हैं क ् योंकि यह बच ् चों और कुत ् ते को पैक करने के लिए अच ् छा होगा,알겠습니다. 아이들과 강아지를 짐을 싸는 것이 좋을 것 같아서 밴을 살까 생각하고 있습니다.
sw,"Uwiano wa tukio la tukio la hidrojeni-ammonia nyota na maji wa maji ya super ya super ya oxygen ya yao ya yao ya yao ya , na kumbuka kwamba kwa kweli kufanywa uchunguzi wa aina kubwa ya galaxy ambayo sisi , bila interstellar kusafiri , haiwezi kufanya -- ni karibu 3 hadi 1 .","수소-암모니아 별과 물의 발생 비율은 슈퍼 산소의 슈퍼 산소이며, 실제로 우리가 성간 여행 없이는 할 수 없는 큰 유형의 은하에 대한 연구를 수행했음을 기억하십시오. - -는 약 3대 1입니다."
fr,Belles chaises en rotin reçues rapidement facile à monter mais un pas de vis ne correspondait pas et un e vis tourne dans le vide malgré cela très satisfaite je vais en commander 2 autres prévoir un petit coussin pour l assise je vais modifier mon commentaire j ai reçu le 2eme lot c une catastrophe aucun trou ne correspond obligé de refaire les trous a la perceuse le haut du dossier est abîmé sur les 2 chaises et en plus elles ne font pas la même taille que les 2 premières els sont plus petites je ne comprends pas comment il peut y avoir une différence comme ça entre 2 lots il ne y aura pas de 3 ème c est sûr,"아름다운 등나무 의자는 빠르게 받았습니다 조립하기 쉬웠지만 하나의 나사산이 일치하지 않았고 하나의 나사가 진공 상태에서 회전했지만 매우 만족했습니다 좌석에 작은 쿠션을 제공하기 위해 2개 더 주문하겠습니다 의견을 수정하겠습니다 2차 배치를 받았습니다 재난, 구멍이 일치하지 않음, 드릴로 구멍을 다시 해야 함, 의자 2개에서 등받이 상단이 손상됨, 게다가 처음 2개와 크기가 같지 않음, 더 작음, 안함 이해가 안됩니다. 2개의 로트 사이에 어떻게 그런 차이가 있을 수 있습니까? 확실히 3번째는 없을 것입니다."
pl,Dwóch bezdomnych stoi na zewnątrz z kartonowym szyldem.,두 명의 노숙자가 마분지 간판을 들고 밖에 서 있습니다.
it,I futures dell'indice azionario cinese chiudono in ribasso - 23 aprile,중국 주가지수선물 하락 마감 - 4월 23일
vi,Một chiếc xe khác của hàng hóa giao dịch bị kéo bởi những nô lệ da đen đã qua đời .,죽은 흑인 노예가 견인하는 또 다른 무역품 카트.
fr,trés belle esthetique pratique et efficace avec mouvement de moulin céramique,세라믹 밀 운동으로 매우 아름답고 실용적이고 효율적인 미학
th,มาริ ลี น มอนโร และ จอห์น เคน เนดี้ ถูก กล่าว ไว้ ว่า จะ อยู่ ใน หมู่คน ดังที่ เจอ แอบ อยู่ ใน บังกะโล,마릴린 먼로와 존 케네디도 방갈로에 숨어 있는 모습이 사람들 사이에 있다고 합니다.
it,Un arrampicatore è in piedi sulla parete rocciosa accanto alla corda rosa.,암벽 등반가가 분홍색 로프 옆 암벽에 서 있습니다.
tr,Ama biliyorsun ben gördüm insanların ne yaptığını daha fazla demek istiyorum yani çok kötü oluyor ve bu kadar suç insanların bir şey yapmaktan korktuğu noktaya geldiği sürece bence bil ki ceza alırlar ne demek istediğimi biliyorsun,하지만 알다시피 나는 사람들이 하는 일을 더 많이 봤습니다. 내 말은 너무 나쁘고 이 범죄가 사람들이 무언가를 두려워하는 지점에 도달하는 한 그들은 처벌받을 것이라고 생각합니다.
bg,целевите инвестиции трябва да бъдат направени в нашата,목표 투자는 우리 회사에 이루어져야 합니다.
nl,"Zware smog raakt Noord-China stad, vluchten geannuleerd",짙은 스모그가 중국 북부 도시를 강타하고 항공편이 취소되었습니다.
tr,"45 milyar , hükümeti bu ölçekte bir çaba ile başarıyla geçiş , ciddi bir zaman ve","450억 달러, 이 정도 규모의 노력으로 성공적인 정권교체를 위해서는 상당한 시간과"
ur,اور میں نے اسے پسند کیا ہے,그리고 나는 그것을 사랑했습니다
pl,"Jeden z 14 Kurdów wskazał na słowo ""uchodźca"" w słowniku angielsko-tureckim.","14명의 쿠르드족 중 한 명이 영어-터키어 사전에서 ""난민""이라는 단어를 지적했습니다."
th,มัน ยัง ทุ่มเท กับ ฮ อ ร์รัส ตั้งแต่ อียิปต์ คิด ว่า นี่ คือ สถานที่ ที่ ศึก สุดท้าย ระหว่าง ฮ อ ร์รัส และ เซ็ท   ( ใน รูปแบบ ของ จระเข้ )   ที่ เกิดขึ้น,또한 이집트는 이곳이 호루스와 세트(악어의 형태로) 사이의 마지막 전투가 벌어지는 곳이라고 생각하기 때문에 호루스에게 헌정되었습니다.
tr,"Dava üzerinde çalışan belçikalı dedektif , arama istedi .",사건을 조사하던 벨기에 형사가 수색을 요청했습니다.
fr,Suite à un problème d'utilisation la société m'a renvoyé un drone neuf dans un délai record. C'est très appréciable d'avoir à faire à un SAV réactif et professionnel. Je recommande,사용 문제에 이어 회사에서 기록적인 시간 내에 새 드론을 보내주었습니다. 반응이 빠르고 전문적인 애프터 서비스를 처리해야한다는 것이 매우 좋습니다. 나는 추천한다
ar,"والهدف , "" قال جون .","목표야."" 존이 말했다."
ru,"И заставить их детей остаться там , где мы нашли в этом районе , что это позволяет нам платить меньше двух пятьдесят в час , это все еще пять долларов в час для двоих наших детей , и это весело , мы стараемся держать это в себе . Минимум",그리고 그들의 아이들을 우리가 그 지역에서 찾은 곳에 머물게 함으로써 우리는 시간당 250달러 미만을 지불할 수 있습니다. 그것은 여전히 ​​우리 두 아이들을 위한 시간당 5달러입니다. 최저한의
zh,很好的一本书，文笔、情节描写很是精彩 ，只是书的纸质不是太好,"아주 좋은 책, 글과 줄거리 설명은 훌륭하지만 책의 종이 질은 그다지 좋지 않습니다."
pt,Ataque com drone americano mata três no noroeste do Paquistão,미국 무인기 공격으로 파키스탄 북서부에서 3명 사망
pt,Os New York Mets seleccionaram então o outfielder Lastings Milledge da Lakewood Ranch High School na Florida.,뉴욕 메츠는 플로리다의 레이크우드 랜치 고등학교에서 외야수 래스팅스 밀레지를 선발했다.
ru,"Он пришел на помощь моей деревни , когда никто другой не смог .",아무도 할 수 없을 때 그는 우리 마을을 돕기 위해 왔습니다.
ar,"وقد شجعت sogas البوذية على ان تكون و معاقبة معاقبة على دين الشنتو الاصلي , الى جانب الجمارك الصينية الجديدة , لاضعاف نفوذ منافسيها الاكثر تحفظا .",소가는 더 보수적인 경쟁자들의 영향력을 약화시키기 위해 새로운 중국 관습과 함께 원래의 신토 종교 위에 불교를 세우고 승인하도록 장려했습니다.
vi,"Vì vậy , tôi nghĩ rằng cuối cùng nó sẽ xảy ra cho bạn biết rằng nó sẽ chỉ cần nhận được rất nhiều giáo dục và rất nhiều thời gian và như tôi đã nói rằng tôi chỉ hoàn toàn ngạc nhiên về việc làm thế nào để nó dễ dàng như thế nào bạn đã biết tôi chỉ không thể thôi .",그래서 결국에는 많은 교육과 시간이 필요하고 제가 말했듯이 그 일이 어떻게 이루어지는지 완전히 놀랐습니다. 얼마나 쉬운 일인지 여러분은 이미 알고 있습니다.
hi,"भूमध ् य कोस ् ट के विपरीत , अटलांटिक खुले स ् थानों और उच ् च टीलों के साथ समुद ् र तट , समुद ् री टीलों और शांत चीड ़ के वनों के साथ काफी दूर रहता है .","지중해 연안과는 대조적으로 대서양은 열린 공간과 높은 모래언덕, 해변, 바다 모래언덕, 시원한 소나무 숲으로 인해 더 멀리 떨어져 있습니다."
bg,"раздел 717 , буква б ) също така ясно разрешава това проучване .",섹션 717(b)도 이 조사를 명시적으로 승인합니다.
bg,"не се тревожи , записват всяка дума .",걱정하지 말고 모든 단어를 적어 두십시오.
es,"Contiene dos filtros intercambiables e gafas protectoras, fácil colocación. Estoy bastante contento con ella se adapta muy bien a la cara y no te molesta a pesar de que la lleváis puesta bastante rato. Supera las espectativas que tenía.",2개의 교환 가능한 필터와 보호 안경이 포함되어 있어 배치가 쉽습니다. 나는 그것에 매우 만족합니다. 얼굴에 아주 잘 적응하고 오랫동안 착용해도 귀찮게하지 않습니다. 내가 가진 기대를 초과합니다.
en,"the seeds is good, i planting when i got them, and they don't grow flowers up to now. i will see them, four stars","씨앗은 좋은데, 받았을 때 심고 지금까지 꽃을 피우지 않습니다. 나는 그들을 볼 것이다, 별 네 개"
nl,"Full Episode: Nachtlijn 6/29: Katie Holmes, Tom Cruise naar Echtscheiding","전체 에피소드: Nightline 6/29: Katie Holmes, Tom Cruise to Divorce"
ar,"الزواج يسمى بكل انواع الاشياء , هايفن , وملجا , ومجد التتويج , وحالة عبودية , واكثر بكثير . لكن هل تعرف ما اعتقد انه هو ?","결혼은 온갖 것, 안식처, 성소, 대관식 영광, 속박 상태 등으로 불립니다. 하지만 당신은 그가 무엇이라고 생각하는지 아십니까?"
