id,inputText,lang,confidence
623,DIAGNOSTIC PERFORMANCE,en,1
624,UU/UZI,sw,0.70549303
625,OMST,nl,0.674615
626,touted,en,1
627,assemblage,en,0.97005206
628,Hoeing?,en,0.7157579
629,Flames now shoot from the second floor window.,en,1
630,percentile,en,1
631,Can I join,en,1
632,Eritrea in the Horn of Africa also opposed,en,0.6928963
633,Filings,en,1
634,invaded,en,1
635,Payment summary:,en,1
636,which they soon did.,en,1
637,undesirabl,en,0.9632455
638,I will open phones today when you:,en,1
639,conceived,en,1
640,Hi hi hi,vi,0.26606825
641,Mild Diarrhoea,en,0.9123715
642,Domed,en,1
643,"You can make purchases with your Kontantkort, without additional fees, in all stores that accept Maestro cards.",en,1
644,undeterred,en,1
645,"Please provide an attachment of comparison table of the functions/features of the existing system and the new enhancement and how the proposed solution further helps to achieve the project objective, i.e. improving productivity and upgrading /transforming business processes of the applicant.",en,1
646,(B) dismiss,en,0.9778004
647,Spanish Golden Age.,en,0.92478675
648,"\""No, wait\"" I said, both to her, and to the sentiment that threatened me in the shape of a knot forming in my throat; I did not like to see her like this.",en,1
649,Sneaker Goddess.,en,0.73168254
650,Dilemma,en,1
651,episode,en,1
652,speedy,en,0.79826146
653,A. another,en,1
654,Emse,en,0.57677996
655,Netu,co,0.49805447
656,polder,nl,0.73828125
657,ankle sprain,en,1
658,imho,en,1
659,Klimby,sv,0.19994716
660,manga 96K,en,0.28820616
661,"When you hear or use terms like Responsible AI or Responsible Data, it is important to be clear about who will be ultimately responsible.",en,1
662,Tempe,en,0.90538764
663,"Sunoo rolls his eyes at the stupid punishment, realizing there's no way he could make Jungwon change his mind.",en,1
664,"In 2018, Ulukbek Maksatbekuulu, the senior assistant to Kazakhstan's attorney general for special assignments, was convicted for receiving bribes \""in the form of property benefits on a large scale\"", from Pavlov four years earlier.",en,0.73237014
665,"Her streams have a reputation among viewers for a comfy, healing atmosphere",en,1
666,thyroid,en,1
667,"\""Follow me!\""",en,1
668,"𝗛𝗶 𝗯𝗮𝗯𝘆, 𝗜'𝗺 𝗕𝗮𝗿𝗯𝗶𝗲😻",en,0.97099084
669,Bissnes,en,0.5820549
670,Jinchūriki are humans that have tailed beasts sealed within them.,en,0.9139899
671,Full Name of Corporate Institution Registration Number,en,1
672,neurosurgery,en,1
673,Slave flash,en,1
674,Passengers must download the Pass Track App,en,1
675,Timestamp: 2022-03-17T17:53:05Z,en,1
676,Flaya,en,0.5854627
677,That is .... % of the capital.,en,1
678,post-war,en,0.80205345
679,iceberg,en,1
680,Chemical Reactions Sim,en,1
681,What did Ernie say to me because you said he’s lovely,en,1
682,VID DachmmA AncAlA,kn,0.22348702
683,flash bake,en,1
684,"Whether you're browsing the web, going through your photos or translating text, iOS 15's less-adver",en,1
685,Ponderal,ro,0.55078125
686,matter with this place?,en,1
687,Date Signed*,en,1
688,celeb,en,0.98951507
689,chins,en,0.98951507
690,dual-wielded,en,1
691,"Wor lady just looked at me, raising an eyebrow.",en,1
692,"He hates it...\""",en,1
693,"and the high-tech Lloyds building, and numerous other public and",en,1
694,gleek,en,0.4072865
695,ΓIA ΔHΛΩΣH ΣTOIXEIΩN IXNHΛATHΣHΣ KAI ΔYNATOTHTA EKΔOΣHΣ ΠIΣTOΠOIHTIKOY ANAPPΩΣHΣ ΘA ΠPEΠEI NA ΣYMΠΛHPΩΣETE THN HΛEKTPONIKH ΦOPMA ΠOY ΘA BPEITE ΣTO https://phase.ucy.ac.cy/ ENTOΣ 2 HMEPΩN AΠO THN ΠAPAΛABH AYTOY TOY MHNYMATOΣ.,el,0.35432386
696,homes of British officials.,en,1
697,People especially liked the lashes created from old skis donated from the Sunday River ski resort.,en,1
698,punk dog,en,1
699,Confirmed.,en,1
700,arm span,en,0.8466864
701,YMTATb METAM»,la,0.36582112
702,During the T.E.S.T you were shown how to take apart and put the machine gun back together once.,en,1
703,www.catcar.info/audivw/?,en,0
704,Sensitive content,en,1
705,WALLST,en,0.62743396
706,24. water-colour,en,1
707,33 - RR DEFOG (30A),en,0.87584144
708,🧻,en,0
709,A Bigger Art Show Life Skills and Family!,en,1
710,Poor mariupol,mr,0.4260178
711,You blushed wildly and slowly removed your hand from your mouth.,en,1
712,In this digital age I trust nothing 100%,en,1
713,farm to fork concept.,en,1
714,I am a student.Every day is busy.,en,1
715,Nudes,en,1
716,"Sauteed Strip Loin Slices & Grilled Meat Balls, Thinly Sliced Fries, Yogurt, Tomato Sauce",en,1
717,"Manages and organizes the daily activities of Documents Center Department to ensure work operations arehandled efficiently, develops an organization-wide records management programs designed to ensure thatrecord and documents management practices effectively meet the organization’s objectives.",en,1
718,Keeta,et,1
719,ɢʀᴇᴀᴛ. ✞☁ᴅᴏɴ'ᴛ?,af,0.6681508
720,azydrazor,en,0.5222919
721,"Vande Hei arrived at the International Space Station on April 9, 2021, and is expected to return home March 30, 2022, after spending 355 days in low-Earth orbit.",en,0.94328445
722,K CBOMy Ten.,en,0.716623
723,"As such, fashion businesses must develop a strategic response to continual global economic change, sustainability agendas and technological developments to retain their competitive advantage.",en,1
724,DREA,it,0.28346458
725,Mvh EVO,bg,0.69063586
726,"If an item is damaged or comes back in any un-sellable condition, we reserve the right to withhold any or all partial refunds).",en,1
727,Remendy,en,0.7504277
728,I still miss u,en,1
729,bleeded,en,0.9886548
730,WSAD PAPIM…….,pl,0.9622503
731,BREECHES,en,0.9353201
732,"We offer various levels of private patronage and corporate sponsorship, each providing a range of privileges such as priority booking.",en,1
733,time you save a team substitution your Subs Bank is,en,1
734,"said that 3 and 4 would be better.\""",en,1
735,Diversity & Gender Equality,en,1
736,"In terms of the Trust Deed, consent of the Protector is required prior to the exercise of the Trustee’s powers to add or exclude beneficiaries, and for the distribution of assets to beneficiaries.",en,0.9790573
737,break,en,1
738,get together 1&,en,1
739,A message that you sent could not be delivered to one or more of,en,1
740,"vegetable oil, for deep frying",en,1
741,limp,en,1
742,"With over 1 million image views per day, ClickASnap is home to a photo community that allows you to promote your photos and grow your profile, while keeping full control and rights over your images.",en,1
743,Her game was in full swing when suddenly she felt someone staring at her.,en,1
744,stations,en,1
745,Non-Citizen,en,0.665289
746,You flip on the radio.,en,1
747,klutzy,pl,0.37985584
748,"\""Perhaps the most terrifying and devastating of this invasion are the child casualties.",en,1
749,They came from three main sources:,en,1
750,charge air cooler,en,0.9141821
751,Poopoopoopoopoopoopoopoopoopoopoopoop,en,0.7262047
752,stolen kisses,en,0.5299079
753,"Fence-sitters,",en,1
754,2 O augment,en,0.751876
755,"During winter, illnesses caused by a virus are very frequent too and are called ‘flu’.",en,1
756,REALM,en,1
757,"This day, the kagemusha was now the true Raiden Shogun.",en,1
758,"In yeast, nitrogen starvation, which induces TORC1 inhibition, Atg13 dephosphorylation as well as Atg1 phosphorylation, results in activation of autophagy [100].",en,1
759,Reassemble,en,1
760,"Overnight including half board and entertainment at our Sahar Service Standard Camp, Erg Chegaga.",en,1
761,italicizing,en,1
762,This email contains a reference to coronavirus or COVID-19.,en,0.9663474
763,"\""But let's see.",en,1
764,Welcome to the Portabl Club ( https://www.portabl.com/reviews ),en,0.6693221
765,"• Rental - short-and long-term hire of professional cameras, lights and lenses",en,1
766,𝚝𝚑𝚎𝚗 𝚝𝚑𝚊𝚝 '𝚜 𝚠𝚑𝚊𝚝 𝚠𝚎 𝚠𝚊𝚗𝚝 𝚊𝚗𝚍 𝚝𝚑𝚊𝚝 '𝚜 𝚠𝚑𝚊𝚝 𝚠𝚎 '𝚕𝚕 𝚔𝚎𝚎𝚙 𝚘𝚗 𝚍𝚘𝚒𝚗𝚐 .,en,1
767,"The tune was outdated, and so was the song.",en,1
768,Erotomania,en,0.24380049
769,write dance and fairy bread making,en,1
770,Perhaps this then constituted a heavenly gift... the ultimate recognition of her strength.,en,1
771,posted yesterday Fabri... might take a few weeks to get to you... anyway if you have it you may wish to use it....,en,1
772,Are you addicted to your cellphone?,en,1
773,"That’s up to me, so if you’re gonna hold the gates, then leave the band",en,1
774,"Both of them appeared in the bus entrance, joined by Jesy's boyfriend, Chris.",en,0.9877066
775,Executive Chef,en,0.9592832
776,"Due to the seas and the ocean surrounding England, the country has mild climate, beautiful greenery, and highly developed fishing industry.",en,1
777,blast radius,en,0.9822362
778,reconsile,en,0.9377907
779,5 in,en,1
780,socio,en,0.9353562
781,Do exercise A,en,1
782,runningboardd: xpcservice<com.apple.weather.widget([daemon<com.apple.chronod>:102])>34-102-33:[weather.widget-F41EF354733D],en,1
783,"Anyway, coming back to the present, I didn't want to interrupt Jade's work meeting, and since the curse of the conversation had a farewell hint to it, I waited for it to end to finally dismiss my fake girlfriend before leaving.",en,1
784,"Well, I don't believe in a beyond, that's if you.",en,1
785,Some believe in the big bang.,en,1
786,Dissed,en,1
787,Portcullis,la,0.85152656
788,disappear.,en,1
789,mehta,en,1
790,The finish is delicately smooth and sweet.,en,1
791,"As a rule, dragon heartstrings produce wands with the most power, and which are capable of the most flamboyant spells.",en,1
792,INTERVENTIONS,en,1
793,Reassure patient Protect the limb,en,1
794,🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,en,0
795,British monarchy.,en,0.9712716
796,Yessssssss,en,0.39601523
797,I was more than ready to be done.,en,1
798,􏰷􏰸􏰹;􏱌􏱍;􏰿􏱂;􏰾􏰿􏱎􏰹􏰾􏱕;􏱀􏰼;􏰽􏱁􏰻􏰹;􏱃􏱄􏰿􏰻􏰹;􏱄􏰿􏱂􏰹􏱂;􏱖􏱐􏱀;􏲵􏰼􏱀;􏱂􏰸􏰼􏱄􏱀􏱁􏱊􏰹􏱂􏱆;􏱁􏰻􏰻􏰼􏱄􏱉􏰿􏲵􏱊;􏱀􏰼;􏱄􏰹􏰻􏰹􏲵􏱀;􏱌􏱐􏱄􏰼􏱃􏰹􏱁􏲵;􏱗􏰼􏱇􏱇􏰿􏱂􏱂􏰿􏰼􏲵 􏱁􏱂􏱂􏰹􏱂􏱂􏱇􏰹􏲵􏱀􏱂􏱋,en,0
799,Yanky Mate,en,0.42126197
800,"I am selling this laptop (exact model here - https://www.box.co.uk/9S7-158112-087-MSI-Katana-GF66-Intel-Core-i7-16GB-RAM-5_3632307.html) and including a Razer Basilisk X Hyperspeed gaming mouse, a wired gaming controller and a laptop cooling stand with 8 built-in fans and LEDs.",en,1
801,fateful,en,0.9485041
802,P.E,en,0.6948811
803,half of the beam acts as a cantilever.,en,1
804,canoodle,"['so', 'en']","[0.6293648, 0.3583567]"
805,tarnation,en,0.8385491
806,140 namimiss,tl,1
807,“Just Matron.,en,1
808,adepts,en,0.9875744
809,"This document sets out the terms of the relationship between you and us, and contains certain information that we are required by our regulatory body, the Solicitors Regulation Authority to provide to you.",en,1
810,Vialism,en,0.927247
811,sin,en,0.75394744
812,I want to buy souvenirs but i have to save money now,en,1
813,I'm at your disposal for any further information.,en,1
814,the Inso-Lviv Youth Symphony Orchestra.,en,0.6159098
815,parrot[ˈpærət],az,0.7665144
816,"He, she, it is allowed to go. - He, she, it was allowed to go.",en,1
817,Medium (51 mm lensbreedte),en,0.94356555
818,bota,eu,0.41538456
819,within two working days of receiving your application.,en,1
820,I understand that you want to trace the transaction.,en,1
821,shifts,en,1
822,6750153,en,0
823,Here's the Puppet Shows in the Order:,en,1
824,"The symbol was first seen in his collection of Early Slavic symbols and architectural features, which he named Prasłowiańskie motywy architektoniczne (Polish: Early Slavic Architectural Motifs).",en,0.94827664
825,t felt loaded,en,1
826,lay-rescuers,en,0.9265274
827,fables,en,0.91346633
828,raffling,ms,0.7929784
829,Horney,en,0.9426577
830,taylored,en,1
831,Order ID:,en,1
832,All document must be translate in English by Institute Language and Literature.,en,1
833,pls wtf gimmie im live rn and im hungry pls pls pls,en,1
834,"Fast downloads and view web pages and videos offline Chrome has a dedicated download button, so you can easily download videos, pictures, and entire webpages with just one tap.",en,1
835,Wangshu,zh-CN,0.97634524
836,"Since then, the caring couple has",en,1
837,MOUSEPGDN,en,0.91323966
838,35 NINTH CAUSE OF ACTION ..................................................................................................................,en,1
839,Sard Stain Remover Powder 900g-1kg,en,0.98859394
840,F.SetValue,en,0.7078192
841,DOCUMENTARY CR NUMBER,en,0.9849401
842,defrauded,en,1
843,"For other accounts, we investigate, and if we find we have made an error, we credit your account at the conclusion of our investigation.",en,1
844,􏰋􏰆􏰔􏰍+'&!,en,0
845,"Many of the courses are suitable, for example, to ancillary workers.",en,1
846,University of Liverpool International College,en,0.97235525
847,"Ignore, if return has already been filed.",en,1
848,D. finance d,en,0.56958073
849,SENSE?,en,0.9869792
850,"We also show that an important part of the underlying mechanism is less about social image vis-à- vis others, as in the literature on “keeping up with the Joneses’” in terms of consumption.",en,1
851,"We’ll respond as soon as possible, and we appreciate your patience while we review your account.",en,1
852,Tales,en,0.9466146
853,96.74INV 97.58,en,0.76170605
854,Kalomel,hi,0.41881877
855,1. ͡,en,0
856,legend,en,1
857,2)M_ caxeerThe consequences are severe (严重的），,zh-CN,0.90662074
858,Settinas,en,0.87602496
859,3.3 Store planning and,en,1
860,10)ozone,en,1
861,Ok for April data.,en,0.67829114
862,dark fantasy,en,1
863,take:,en,1
864,It was reported for instance that there were a high level of fail marks in the summative for NBS-5109A Managing People which have direct correlations with lecture and seminar attendance.,en,1
865,Heater) OFFICN4-1&CN4-31,en,1
866,cheesecake.,en,1
867,D.It helps balance the existing teaching resources.,en,1
868,"P210: Keep away from heat, hot surfaces, sparks, open flames and other ignition sources.",en,1
869,You are required to demonstrate the final animations with 3D characters and background objects and elaborate the process of how you have created everything in your presentation.,en,1
870,In order to minimize the impact for the suddenly shut down (closed-loop production) request from local Gov.,en,1
871,wheels,en,1
872,"Your passport/travel document contains a vignette (visa sticker), which you will use to travel to the",en,1
873,"If a frost comes we shall not have a hundred thousand men out of work, tramping about the streets in a state of disgusting misery, or whining to their neighbours for alms, or crowding round the doors of loathsome shelters to try and secure a hunch of bread and a night's unclean lodging.",en,1
874," 2020: Excellence student award, Wenzhou University.",en,0.97609377
875,(D)crime,en,0.7485455
876,over monitoring,en,1
877,alexithymia,el,0.65950537
878,Blind flange EN1092-1/05 1.4301 DN50 PN10 b=10 ...............................50 pcs,en,1
879,a milkman,en,0.9129152
880,A. discrimination,en,1
881,Low SVR: vasodilated (eg septic/anaphylactic shock),en,1
882,$ '000,en,0
883,UF FRAMI,is,0.8914371
884,👍Customization Area & Privacy Protection: The WiFi camera indoor supports customizing highlight motion detection zones via Blurams APP.,en,1
885,"Panda) Resin Extract, Menthy/ Lactate, Tetrasodium Eudiana,",en,0.47113088
886,Having lunch.,en,1
887,Mid-Autumn Festival,en,0.84750444
888,partygate,en,1
889,SERUM / SERUM / SIERO / SEERUMI/0904/,la,0.47726876
890,Although there is still a big wage,en,1
891,thankful for.,en,1
892,"VERIFY THE MAKE UP VALVE IS FUNCTIONING,",en,1
893,Santi Khiri,hi,0.39293557
894,Kdkddjdjdkdk,ar,0.37806892
895,A large number of tourists come here every year.,en,1
896,Color: Black.,en,1
897,The man lost his camera and he _________ it now.,en,0.98445046
898,B. convenient,en,0.8509727
899,"&) 􏰘$􏰏\"" %'' 􏰏+􏰕$ 􏰖􏰕 􏰗􏰏/& $􏰑 􏰏 􏰐􏰕􏰕 􏰖􏰕$* 􏰞􏰖􏰕􏰑 􏰖%+􏰕 􏰍􏰎􏰃􏰎􏰃 /# 􏰘􏰏$ 􏰖􏰏/$􏰐 􏰏 (/􏰑 􏰖􏰕$ 􏰏􏰑􏰐*",en,0
900,"(H2) [Printed book page 947,3]",en,1
901,120 pieces' edition/90 pieces' edition,en,0.9880949
902,) 5. hamburger,en,0.9287599
903,Black goatskin insole and lining,en,1
904,Noahpinion,en,0.40988693
905,I foster,en,0.9464249
906,The offer is subject to the following conditions:,en,1
907,2-piece rotors,en,1
908,"But they are ongoing.\""",en,1
909,Capability.,en,1
910,"You can customize the initialization process with input parameters and optional property types, or by assigning constant properties during initialization, as described in the following sections.",en,1
911,candidly.,en,1
912,If I had a time machine,en,1
913,"Finally, I would like to emphasize one point, the prosperity of the youth is the prosperity of the country, and the prosperity of the youth is the strength of the country.",en,1
914,6. my friends always comfort me when i was heart broken,en,1
915,Water Shield (50 *),en,0.9827026
916,VOGUE,en,0.9895833
917,transfer from the Victoria line onto the Jubilee,en,0.93868285
918,President and Vice-Chancellor,en,1
919,Describeindetailthenatureofyourcomplaint,en,1
920,"Even after all that, no one could give my disease a name and it is difficult to know what the future holds.",en,1
921,"Recently, the U.S. market has grown to 263,000 bikes, a 25% gain from the prior year.",en,1
922,Before Noon,en,1
923,06FEB,zu,0.17999351
924,Student visas,en,0.5173043
925,synnex,en,0.9880949
926,"Hu, K.",gu,1
927,05010130,en,0
928,MDL,en,0.9613849
929,speed,en,1
930,https://www.leegardens.com.hk/leegardensarea/shopping.aspx?,en,0
